ProteinID	Locus_tag	NCBI_name	Regulondb_name	Abasy_name	Ecocyc_name	Synonyms	RegulondbID	EC_product
NP_416131.1	b1614	ydgA	ydgA	NA	ydgA		ECK120003454	DUF945 domain-containing protein YdgA
NP_416132.2	b1615	uidC	uidC	NA	uidC	gusC	ECK120003455	outer membrane porin family protein UidC
NP_416133.1	b1616	uidB	uidB	NA	uidB	gusB // uidP	ECK120001601	glucuronide:H(+) symporter
NP_416134.1	b1617	uidA	uidA	NA	uidA	gurA // gusA	ECK120001044	beta-glucuronidase
NP_416135.1	b1618	uidR	uidR	NA	uidR	gusR	ECK120003456	DNA-binding transcriptional repressor UidR
NP_416136.1	b1619	hdhA	hdhA	NA	hdhA	hsd // hsdH	ECK120000418	7-alpha-hydroxysteroid dehydrogenase
NP_416137.1	b1620	malI	malI	malI	malI		ECK120000550	DNA-binding transcriptional repressor MalI
NP_416138.1	b1621	malX	malX	malX	malX		ECK120000556	PTS enzyme IIBC component MalX
NP_416139.1	b1622	malY	malY	malY	malY		ECK120000557	negative regulator of MalT activity/cystathionine beta-lyase
NP_416140.1	b1623	add	add	add	add		ECK120000027	adenosine deaminase
NP_416141.4	b1624	ydgJ	ydgJ	NA	ydgJ		ECK120003457	putative oxidoreductase YdgJ
NP_416142.1	b1625	cnu	cnu	NA	cnu	ydgT	ECK120003458	H-NS- and StpA-binding protein
NP_416143.2	b1626	ydgK	ydgK	NA	ydgK	rsxP	ECK120003459	DUF2569 domain-containing inner membrane protein YdgK
NP_416144.1	b1627	rsxA	rsxA	NA	rsxA	ydgL	ECK120003460	SoxR
NP_416145.1	b1628	rsxB	rsxB	NA	rsxB	ydgM	ECK120003461	SoxR
NP_416146.1	b1629	rsxC	rsxC	NA	rsxC	ydgN	ECK120003462	SoxR
NP_416147.1	b1630	rsxD	rsxD	NA	rsxD	ydgO	ECK120003463	SoxR
NP_416148.1	b1631	rsxG	rsxG	NA	rsxG	ydgP	ECK120003464	SoxR
NP_416149.1	b1632	rsxE	rsxE	NA	rsxE	ydgQ	ECK120003465	SoxR
NP_416150.1	b1633	nth	nth	NA	nth		ECK120000655	endonuclease III
NP_416151.1	b1634	dtpA	dtpA	dtpA	dtpA	ydgR // tppB	ECK120003466	dipeptide/tripeptide:H(+) symporter DtpA
NP_416152.1	b1635	gstA	gstA	NA	gstA	gst	ECK120003467	glutathione S-transferase GstA
NP_416153.1	b1636	pdxY	pdxY	NA	pdxY	ydgS	ECK120003468	pyridoxal kinase 2
NP_416154.1	b1637	tyrS	tyrS	NA	tyrS		ECK120001032	tyrosine--tRNA ligase
NP_416155.1	b1638	pdxH	pdxH	NA	pdxH		ECK120001443	pyridoxine/pyridoxamine 5\\-phosphate oxidase
NP_416156.4	b1639	mliC	mliC	NA	mliC	ydhA	ECK120001444	inhibitor of c-type lysozyme
NP_416157.1	b1640	anmK	anmK	NA	anmK	ydhH	ECK120003469	anhydro-N-acetylmuramic acid kinase
YP_025304.1	b1641	slyB	slyB	slyB	slyB		ECK120003470	outer membrane lipoprotein SlyB
NP_416159.2	b1642	slyA	slyA	slyA	slyA		ECK120003471	DNA-binding transcriptional dual regulator SlyA
NP_416160.1	b1643	ydhI	ydhI	ydhI	ydhI		ECK120003472	DUF1656 domain-containing protein YdhI
NP_416161.4	b1644	ydhJ	ydhJ	ydhJ	ydhJ		ECK120003473	putative membrane fusion protein YdhJ
NP_416162.1	b1645	ydhK	ydhK	ydhK	ydhK		ECK120003474	putative transporter YdhK
NP_416163.1	b1646	sodC	sodC	sodC	sodC		ECK120003475	superoxide dismutase (Cu-Zn)
YP_025305.1	b1647	ydhF	ydhF	NA	ydhF		ECK120003476	putative oxidoreductase YdhF
NP_416165.2	b1648	ydhL	ydhL	NA	ydhL		ECK120003477	DUF1289 domain-containing protein YdhL
NP_416166.3	b1649	nemR	nemR	nemR	nemR	ydhM	ECK120003478	DNA-binding transcriptional repressor NemR
NP_416167.1	b1650	nemA	nemA	nemA	nemA	ydhN	ECK120003479	N-ethylmaleimide reductase
NP_416168.1	b1651	gloA	gloA	gloA	gloA		ECK120003480	glyoxalase I
NP_416169.1	b1652	rnt	rnt	NA	rnt		ECK120001501	RNase T
NP_416170.1	b1653	lhr	lhr	lhr	lhr	rhlF	ECK120001502	putative ATP-dependent helicase Lhr
NP_416171.1	b1654	grxD	grxD	NA	grxD	ydhD	ECK120002074	glutaredoxin 4
NP_416172.1	b1655	mepH	mepH	NA	mepH	ydhO	ECK120003481	peptidoglycan DD-endopeptidase MepH
NP_416173.1	b1656	sodB	sodB	sodB	sodB		ECK120000943	superoxide dismutase (Fe)
NP_416174.1	b1657	ydhP	ydhP	NA	ydhP		ECK120003482	putative transporter YdhP
NP_416175.1	b1658	purR	purR	purR	purR		ECK120000791	DNA-binding transcriptional repressor PurR
NP_416176.1	b1659	ydhB	ydhB	NA	ydhB		ECK120002041	putative LysR family DNA-binding transcriptional regulator YdhB
YP_025306.1	b1660	ydhC	ydhC	NA	ydhC		ECK120002042	putative transporter YdhC
NP_416178.1	b1661	cfa	cfa	cfa	cfa	cdfA	ECK120001485	cyclopropane fatty acyl phospholipid synthase
NP_416179.1	b1662	ribC	ribC	NA	ribC	ribE	ECK120001372	riboflavin synthase
YP_025307.1	b1663	mdtK	mdtK	NA	mdtK	norE // norM // ydhE	ECK120002262	multidrug efflux pump MdtK
NP_416181.1	b1664	ydhQ	ydhQ	ydhQ	ydhQ		ECK120003483	putative adhesin-related protein YdhQ
NP_416182.1	b1667	ydhR	ydhR	NA	ydhR		ECK120003484	putative monooxygenase YdhR
NP_416183.1	b1668	ydhS	ydhS	NA	ydhS		ECK120003485	FAD/NAD(P) binding domain-containing protein YdhS
NP_416184.1	b1669	ydhT	ydhT	ydhT	ydhT		ECK120003486	uncharacterized protein YdhT
NP_416185.1	b1670	ydhU	ydhU	ydhU	ydhU		ECK120003487	putative cytochrome YdhU
NP_416186.4	b1671	ydhX	ydhX	ydhX	ydhX		ECK120003488	putative 4Fe-4S ferredoxin-like protein YdhX
NP_416187.1	b1672	ydhW	ydhW	ydhW	ydhW		ECK120003489	uncharacterized protein YdhW
NP_416188.1	b1673	ydhV	ydhV	ydhV	ydhV		ECK120003490	putative oxidoreductase YdhV
NP_416189.1	b1674	ydhY	ydhY	ydhY	ydhY		ECK120003491	putative 4Fe-4S ferredoxin-like protein YdhY
NP_416190.1	b1675	fumD	fumD	NA	fumD	ydhZ	ECK120003492	fumarase D
NP_416191.1	b1676	pykF	pykF	pykF	pykF		ECK120000795	pyruvate kinase I
NP_416192.1	b1677	lpp	lpp	NA	lpp	mlpA	ECK120000537	murein lipoprotein
NP_416193.1	b1678	ldtE	ldtE	NA	ldtE	ynhG	ECK120003493	L
NP_416194.1	b1679	sufE	sufE	sufE	sufE	ynhA	ECK120003494	sulfur carrier protein SufE
NP_416195.1	b1680	sufS	sufS	sufS	sufS	csdB // ynhB	ECK120003495	L-cysteine desulfurase
NP_416196.1	b1681	sufD	sufD	sufD	sufD	ynhC	ECK120003496	Fe-S cluster scaffold complex subunit SufD
NP_416197.1	b1682	sufC	sufC	sufC	sufC	ynhD	ECK120003497	Fe-S cluster scaffold complex subunit SufC
NP_416198.2	b1683	sufB	sufB	sufB	sufB	ynhE	ECK120003498	Fe-S cluster scaffold complex subunit SufB
NP_416199.1	b1684	sufA	sufA	sufA	sufA	ydiC	ECK120001346	iron-sulfur cluster insertion protein SufA
NP_416200.2	b1685	ydiH	ydiH	NA	ydiH		ECK120003499	uncharacterized protein YdiH
NP_416201.1	b1686	menI	menI	NA	menI	ydiI	ECK120003500	1
NP_416202.1	b1687	ydiJ	ydiJ	NA	ydiJ		ECK120003501	putative FAD-linked oxidoreductase
NP_416203.1	b1688	ydiK	ydiK	NA	ydiK		ECK120003502	putative transporter YdiK
NP_416204.2	b1689	ydiL	ydiL	NA	ydiL		ECK120003503	DUF1870 domain-containing protein YdiL
NP_416205.1	b1690	ydiM	ydiM	NA	ydiM		ECK120003504	putative exporter YdiM
NP_416206.6	b1691	ydiN	ydiN	NA	ydiN		ECK120003505	putative transporter YdiN
NP_416207.1	b1692	ydiB	ydiB	NA	ydiB		ECK120001212	quinate/shikimate dehydrogenase
NP_416208.1	b1693	aroD	aroD	aroD	aroD		ECK120000072	3-dehydroquinate dehydratase
NP_416209.1	b1694	ydiF	ydiF	NA	ydiF		ECK120002287	putative acetate-CoA transferase YdiF
NP_416210.4	b1695	ydiO	ydiO	NA	ydiO		ECK120003506	putative acyl-CoA dehydrogenase YdiO
NP_416211.1	b1696	ydiP	ydiP	NA	ydiP		ECK120003507	putative DNA-binding transcriptional regulator YdiP
NP_416212.1	b1697	ydiQ	ydiQ	NA	ydiQ		ECK120003508	putative electron transfer flavoprotein subunit YdiQ
NP_416213.1	b1698	ydiR	ydiR	NA	ydiR		ECK120003509	putative electron transfer flavoprotein subunit YdiR
NP_416214.1	b1699	ydiS	ydiS	NA	ydiS		ECK120003510	putative electron transfer flavoprotein-quinone oxidoreductase YdiS
NP_416215.1	b1700	ydiT	ydiT	NA	ydiT		ECK120003511	ferredoxin-like protein YdiT
NP_416216.5	b1701	fadK	fadK	NA	fadK	ydiD	ECK120002225	short chain acyl-CoA synthetase
NP_416217.1	b1702	ppsA	ppsA	ppsA	ppsA	pps	ECK120000750	phosphoenolpyruvate synthetase
NP_416218.1	b1703	ppsR	ppsR	NA	ppsR	ydiA	ECK120001116	phosphoenolpyruvate synthetase regulatory protein
NP_416219.1	b1704	aroH	aroH	aroH	aroH		ECK120000076	3-deoxy-7-phosphoheptulonate synthase
NP_416220.1	b1705	ydiE	ydiE	NA	ydiE		ECK120002254	PF10636 family protein YdiE
NP_416221.1	b1706	ydiU	ydiU	ydiU	selO	ydiU	ECK120003512	UPF0061 family protein YdiU
NP_416222.1	b1707	rflP	ydiV	ydiV	rflP	ydiV	ECK120003513	anti-FlhDC factor RflP
NP_416223.1	b1708	nlpC	nlpC	NA	nlpC		ECK120001117	NlpC/P60 family lipoprotein NlpC
NP_416224.1	b1709	btuD	btuD	btuD	btuD		ECK120000124	vitamin B12 ABC transporter ATP binding subunit
NP_416225.1	b1710	btuE	btuE	btuE	btuE		ECK120000125	thioredoxin/glutathione peroxidase
NP_416226.1	b1711	btuC	btuC	NA	btuC		ECK120000123	vitamin B12 ABC transporter membrane subunit
NP_416227.1	b1712	ihfA	ihfA	ihfA	ihfA	hid // himA	ECK120000433	integration host factor subunit alpha
NP_416228.1	b1713	pheT	pheT	NA	pheT		ECK120000702	phenylalanine--tRNA ligase subunit beta
NP_416229.1	b1714	pheS	pheS	NA	pheS	phe-act	ECK120000701	phenylalanine--tRNA ligase subunit alpha
NP_416230.1	b1715	pheM	pheM	NA	pheM	phtL	ECK120001246	pheST-ihfA operon leader peptide
NP_416231.1	b1716	rplT	rplT	rplT	rplT	pdzA	ECK120000872	50S ribosomal subunit protein L20
NP_416232.3	b1717	rpmI	rpmI	rpmI	rpmI		ECK120001209	50S ribosomal subunit protein L35
NP_416233.1	b1718	infC	infC	infC	infC	fit // srjA	ECK120000499	translation initiation factor IF-3
NP_416234.1	b1719	thrS	thrS	NA	thrS		ECK120000990	threonine--tRNA ligase
NP_416236.1	b1722	ydiY	ydiY	NA	ydiY		ECK120003516	acid-inducible putative outer membrane protein YdiY
NP_416237.3	b1723	pfkB	pfkB	pfkB	NA	NA	ECK120000692	6-phosphofructokinase 2
NP_416238.1	b1724	ydiZ	ydiZ	NA	ydiZ		ECK120003517	putative endoribonuclease YdiZ
NP_416239.1	b1725	yniA	yniA	NA	yniA		ECK120003518	putative kinase YniA
NP_416240.1	b1726	yniB	yniB	NA	yniB		ECK120003519	uncharacterized protein YniB
NP_416241.1	b1727	hxpB	hxpB	NA	hxpB	yniC	ECK120003520	hexitol phosphatase B
NP_416242.6	b1728	ydjM	ydjM	ydjM	ydjM		ECK120003521	inner membrane protein YdjM
NP_416243.1	b1729	tcyP	tcyP	NA	tcyP	ydjN	ECK120003522	cystine/sulfocysteine:cation symporter
NP_416244.2	b1730	ydjO	ydjO	NA	ydjO		ECK120003523	protein YdjO
NP_416245.2	b1731	cedA	cedA	NA	cedA	ydjP	ECK120003524	cell division modulator
YP_025308.1	b1732	katE	katE	katE	katE		ECK120000502	catalase HPII
NP_416247.1	b1733	chbG	chbG	chbG	chbG	celG // ydjC	ECK120002087	chitin disaccharide deacetylase
NP_416248.1	b1734	chbF	chbF	chbF	chbF	ydjD // celF	ECK120000140	monoacetylchitobiose-6-phosphate hydrolase
NP_416249.1	b1735	chbR	chbR	chbR	chbR	celD	ECK120000139	DNA-binding transcriptional dual regulator ChbR
NP_416250.1	b1736	chbA	chbA	chbA	chbA	celC	ECK120000138	N
NP_416251.1	b1737	chbC	chbC	chbC	chbC	celB // hic	ECK120000137	N
NP_416252.1	b1738	chbB	chbB	chbB	chbB	celA	ECK120000136	N
NP_416253.1	b1739	osmE	osmE	osmE	osmE	anr	ECK120000040	osmotically-inducible lipoprotein OsmE
NP_416254.1	b1740	nadE	nadE	nadE	NA	NA	ECK120000656	NH3-dependent NAD(+) synthetase
NP_416255.1	b1741	cho	cho	NA	cho	ydjQ	ECK120003525	excinuclease Cho
NP_416256.2	b1742	ves	ves	ves	ves	ydjR	ECK120003526	HutD family protein Ves
NP_416257.1	b1743	spy	spy	spy	spy		ECK120003527	ATP-independent periplasmic chaperone
NP_416258.1	b1744	astE	astE	astE	astE	ydjS	ECK120003528	succinylglutamate desuccinylase
NP_416259.1	b1745	astB	astB	astB	astB	ydjT	ECK120003529	N-succinylarginine dihydrolase
NP_416260.1	b1746	astD	astD	astD	astD	ydjU	ECK120003530	aldehyde dehydrogenase
NP_416261.1	b1747	astA	astA	astA	astA	ydjV	ECK120003531	arginine N-succinyltransferase
NP_416262.1	b1748	astC	astC	astC	astC	ydjW // argM // cstC	ECK120003532	succinylornithine transaminase
NP_416263.1	b1749	xthA	xthA	xthA	xthA	xth	ECK120001062	exodeoxyribonuclease III
NP_416264.4	b1750	ydjX	ydjX	NA	ydjX		ECK120003533	DedA family protein YdjX
NP_416265.4	b1751	ydjY	ydjY	NA	ydjY		ECK120003534	4Fe-4S ferredoxin-type domain-containing protein YdjY
NP_416266.1	b1752	ydjZ	ydjZ	NA	ydjZ		ECK120003535	DedA family protein YdjZ
NP_416267.1	b1753	ynjA	ynjA	NA	ynjA		ECK120003536	AhpD-like domain-containing protein YnjA
NP_416268.2	b1754	ynjB	ynjB	NA	ynjB		ECK120003537	putative ABC transporter periplasmic binding protein YnjB
NP_416269.4	b1755	ynjC	ynjC	NA	ynjC		ECK120003538	putative ABC transporter membrane subunit YnjC
NP_416270.1	b1756	ynjD	ynjD	NA	ynjD		ECK120003539	putative ABC transporter ATP-binding protein YnjD
NP_416271.4	b1757	ynjE	ynjE	NA	ynjE		ECK120003540	molybdopterin synthase sulfurtransferase
NP_416272.2	b1758	ynjF	ynjF	NA	ynjF		ECK120003541	CDP-alcohol phosphatidyltransferase domain-containing protein YnjF
NP_416273.1	b1759	nudG	nudG	NA	nudG	ynjG // orf135	ECK120003542	5-hydroxy-CTP diphosphatase
NP_416274.1	b1760	ynjH	ynjH	NA	ynjH		ECK120003543	DUF1496 domain-containing protein YnjH
NP_416275.1	b1761	gdhA	gdhA	gdhA	gdhA		ECK120000365	glutamate dehydrogenase
NP_416276.4	b1762	ynjI	ynjI	NA	ynjI		ECK120003544	DUF1266 domain-containing protein YnjI
NP_416277.1	b1763	topB	topB	NA	topB	mutR	ECK120001003	DNA topoisomerase III
NP_416278.1	b1764	selD	selD	NA	selD	fdhB	ECK120000932	selenide
NP_416279.1	b1765	ydjA	ydjA	NA	ydjA		ECK120001118	putative oxidoreductase YdjA
NP_416280.1	b1766	sppA	sppA	NA	sppA		ECK120000957	protease IV
NP_416281.1	b1767	ansA	ansA	NA	ansA		ECK120000041	L-asparaginase 1
NP_416282.4	b1768	pncA	pncA	NA	pncA	nam // ydjB	ECK120001119	nicotinamidase
NP_416283.1	b1769	ydjE	ydjE	NA	ydjE		ECK120002237	putative transporter YdjE
NP_416284.1	b1770	ydjF	ydjF	NA	ydjF		ECK120003545	putative DNA-binding transcriptional regulator YdjF
NP_416285.1	b1771	ydjG	ydjG	NA	ydjG		ECK120003546	NADH-dependent methylglyoxal reductase
NP_416286.4	b1772	ydjH	ydjH	NA	ydjH		ECK120003547	L-glycero-L-galacto-octuluronate kinase
NP_416287.1	b1773	ydjI	ydjI	NA	ydjI		ECK120003548	L-glycero-L-galacto-octuluronate-1-phosphate aldolase
NP_416288.1	b1774	ydjJ	ydjJ	NA	ydjJ		ECK120003549	putative zinc-binding dehydrogenase YdjJ
NP_416289.1	b1775	ydjK	ydjK	NA	ydjK		ECK120003550	putative transporter YdjK
NP_416290.1	b1776	ydjL	ydjL	NA	ydjL		ECK120003551	putative zinc-binding dehydrogenase YdjL
NP_416291.4	b1777	yeaC	yeaC	NA	yeaC		ECK120003552	DUF1315 domain-containing protein YeaC
NP_416292.1	b1778	msrB	msrB	msrB	msrB	yeaA	ECK120002257	methionine sulfoxide reductase B
NP_416293.1	b1779	gapA	gapA	gapA	gapA	gad // gap1	ECK120000360	glyceraldehyde-3-phosphate dehydrogenase A
NP_416294.4	b1780	yeaD	yeaD	yeaD	yeaD	yzzQ	ECK120003553	putative aldose 1-epimerase YeaD
NP_416295.1	b1781	yeaE	yeaE	NA	yeaE		ECK120003554	methylglyoxal reductase YeaE
NP_416296.1	b1782	mipA	mipA	mipA	mipA	yeaF	ECK120003555	MltA-interacting protein
NP_416297.1	b1783	yeaG	yeaG	NA	yeaG		ECK120003556	protein kinase YeaG
NP_416298.1	b1784	yeaH	yeaH	NA	yeaH		ECK120003557	DUF444 domain-containing protein YeaH
NP_416299.1	b1785	cdgI	cdgI	NA	cdgI	yeaI	ECK120003558	putative c-di-GMP binding protein CdgI
NP_416300.2	b1786	dgcJ	dgcJ	NA	dgcJ	yeaJ	ECK120003559	putative diguanylate cyclase DgcJ
NP_416301.1	b1787	yeaK	yeaK	NA	yeaK		ECK120003560	mischarged aminoacyl-tRNA deacylase
NP_416302.2	b1788	yoaI	yoaI	NA	yoaI		ECK120003561	protein YoaI
NP_416303.1	b1789	yeaL	yeaL	NA	yeaL		ECK120003562	DUF441 domain-containing inner membrane protein YeaL
NP_416304.1	b1790	nimR	nimR	NA	nimR	yeaM	ECK120003563	DNA-binding transcriptional repressor NimR
NP_416305.1	b1791	nimT	nimT	NA	nimT	yeaN	ECK120003564	2-nitroimidazole exporter
NP_416306.2	b1792	yeaO	yeaO	NA	yeaO		ECK120003565	DUF488 domain-containing protein YeaO
NP_416307.1	b1793	yoaF	yoaF	NA	yoaF		ECK120003566	DUF333 domain-containing lipoprotein YoaF
NP_416308.4	b1794	dgcP	dgcP	NA	dgcP	yeaP	ECK120003567	diguanylate cyclase DgcP
NP_416309.1	b1795	yeaQ	yeaQ	NA	yeaQ		ECK120003568	PF04226 family protein YeaQ
NP_416310.1	b1796	yoaG	yoaG	yoaG	yoaG		ECK120003569	DUF1869 domain-containing protein YoaG
NP_416311.1	b1797	yeaR	yeaR	yeaR	yeaR		ECK120003570	DUF1971 domain-containing protein YeaR
NP_416312.1	b1798	leuE	leuE	NA	leuE	yeaS	ECK120003571	leucine exporter
NP_416313.4	b1799	dmlR	dmlR	NA	dmlR	yeaT	ECK120003572	DNA-binding transcriptional regulator DmlR
NP_416314.1	b1800	dmlA	dmlA	NA	dmlA	ttuC // yeaU	ECK120003573	D-malate/3-isopropylmalate dehydrogenase (decarboxylating)
NP_416315.1	b1801	yeaV	yeaV	NA	yeaV		ECK120003574	putative transporter YeaV
NP_416316.1	b1802	yeaW	yeaW	NA	yeaW		ECK120003575	carnitine monooxygenase subunit YeaW
NP_416317.1	b1803	yeaX	yeaX	NA	yeaX		ECK120003576	carnitine monooxygenase subunit YeaX
NP_416318.1	b1804	rnd	rnd	rnd	rnd		ECK120000849	RNase D
NP_416319.1	b1805	fadD	fadD	fadD	fadD	oldD	ECK120001484	long-chain-fatty-acid--CoA ligase
NP_416320.1	b1806	yeaY	yeaY	yeaY	yeaY		ECK120003577	Slp family lipoprotein YeaY
NP_416321.1	b1807	tsaB	tsaB	NA	tsaB	yeaZ	ECK120003578	N(6)-L-threonylcarbamoyladenine synthase
NP_416322.1	b1808	yoaA	yoaA	NA	yoaA		ECK120003579	putative ATP-dependent 5\\ to 3\\ DNA helicase
NP_416323.4	b1809	yoaB	yoaB	NA	yoaB		ECK120003580	RutC family protein YoaB
NP_416324.2	b1810	yoaC	yoaC	NA	yoaC		ECK120003581	DUF1889 domain-containing protein YoaC
NP_416325.1	b1811	yoaH	yoaH	NA	yoaH		ECK120003582	UFP0181 family protein YoaH
NP_416326.1	b1812	pabB	pabB	NA	pabB		ECK120000676	aminodeoxychorismate synthase subunit 1
NP_416327.1	b1813	nudL	nudL	NA	nudL	yeaB	ECK120002358	putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity
NP_416328.1	b1814	sdaA	sdaA	sdaA	sdaA		ECK120000919	L-serine deaminase I
NP_416329.4	b1815	pdeD	pdeD	NA	pdeD	yoaD	ECK120003583	putative c-di-GMP phosphodiesterase PdeD
NP_416330.1	b1816	yoaE	yoaE	yoaE	yoaE	borG	ECK120003584	putative inner membrane protein YoaE
NP_416331.1	b1817	manX	manX	manX	manX	gptB // mpt // ptsL // ptsX	ECK120000560	mannose-specific PTS enzyme IIAB component
NP_416332.1	b1818	manY	manY	manY	manY	pel // ptsP // ptsX	ECK120000561	mannose-specific PTS enzyme IIC component
NP_416333.4	b1819	manZ	manZ	manZ	manZ	gptB // mpt // ptsM // ptsX	ECK120000562	mannose-specific PTS enzyme IID component
NP_416334.1	b1820	yobD	yobD	NA	yobD		ECK120003585	DUF986 domain-containing inner membrane protein YobD
NP_416335.4	b1821	mntP	mntP	mntP	mntP	yebN	ECK120003586	Mn(2(+)) exporter
NP_416336.1	b1822	rlmA	rlmA	NA	rlmA	rrmA // yebH	ECK120002094	23S rRNA m(1)G745 methyltransferase
NP_416337.1	b1823	cspC	cspC	cspC	cspC	msmB	ECK120002092	CspA family stress protein CspC
NP_416338.1	b1824	yobF	yobF	yobF	yobF		ECK120003587	DUF2527 domain-containing protein YobF
NP_416339.1	b1825	yebO	yebO	NA	yebO		ECK120003588	uncharacterized protein YebO
NP_416340.1	b1826	mgrB	mgrB	mgrB	mgrB	yobG	ECK120003589	PhoQ kinase inhibitor
NP_416341.1	b1827	kdgR	kdgR	kdgR	kdgR	yebP	ECK120003590	DNA-binding transcriptional repressor KdgR
NP_416342.4	b1828	yebQ	yebQ	NA	yebQ		ECK120003591	putative transporter YebQ
NP_416343.1	b1829	htpX	htpX	htpX	htpX		ECK120000455	protease HtpX
NP_416344.1	b1830	prc	prc	NA	prc	tsp	ECK120000751	tail-specific protease
YP_026161.1	b1831	proQ	proQ	NA	proQ	yoeC // yobE // yebJ	ECK120002409	RNA chaperone ProQ
NP_416346.4	b1832	msrC	msrC	NA	msrC	yebR	ECK120003592	free methionine-(R)-sulfoxide reductase
NP_416347.1	b1833	letA	yebS	NA	letA	yebS	ECK120003593	intermembrane transport protein LetA
NP_416348.2	b1834	letB	yebT	NA	letB	yebT	ECK120003594	lipophilic envelope spanning tunnel
NP_416349.2	b1835	rsmF	rsmF	NA	rsmF	yebU	ECK120003595	16S rRNA m(5)C1407 methyltransferase
NP_416350.4	b1836	yebV	yebV	NA	yebV		ECK120003596	DUF1480 domain-containing protein YebV
NP_416351.2	b1837	yebW	yebW	NA	yebW		ECK120003597	DUF1482 domain-containing protein YebW
NP_416352.4	b1838	pphA	pphA	pphA	pphA	yebX // prpA	ECK120003598	phosphoprotein phosphatase 1
NP_416353.1	b1839	yebY	yebY	NA	yebY		ECK120003599	DUF2511 domain-containing protein YebY
NP_416354.1	b1840	yebZ	yebZ	NA	yebZ		ECK120003600	putative inner membrane protein
NP_416355.1	b1841	yobA	yobA	NA	yobA		ECK120003601	CopC domain-containing protein
NP_416356.1	b1842	holE	holE	NA	holE		ECK120001461	DNA polymerase III subunit theta
NP_416357.1	b1843	yobB	yobB	NA	yobB		ECK120003602	putative carbon-nitrogen hydrolase family protein YobB
NP_416358.1	b1844	exoX	exoX	NA	exoX	yobC	ECK120003603	exonuclease X
NP_416359.1	b1845	ptrB	ptrB	NA	ptrB	tlp	ECK120000993	oligopeptidase B
NP_416360.1	b1846	yebE	yebE	yebE	yebE		ECK120001740	DUF533 domain-containing inner membrane protein YebE
NP_416361.2	b1847	yebF	yebF	NA	yebF		ECK120001741	secreted protein YebF
NP_416362.1	b1848	yebG	yebG	NA	yebG		ECK120001742	DNA damage-inducible protein YebG
NP_416363.1	b1849	purT	purT	purT	purT		ECK120001743	phosphoribosylglycinamide formyltransferase 2
NP_416364.1	b1850	eda	eda	eda	eda	hga // kdgA // kga	ECK120000250	KHG/KDPG aldolase
NP_416365.1	b1851	edd	edd	edd	edd		ECK120000251	phosphogluconate dehydratase
NP_416366.1	b1852	zwf	zwf	zwf	zwf		ECK120001199	NADP(+)-dependent glucose-6-phosphate dehydrogenase
NP_416367.1	b1853	yebK	yebK	NA	yebK	hexR(P.a.)	ECK120002406	DNA-binding transcriptional repressor YebK
NP_416368.1	b1854	pykA	pykA	pykA	pykA		ECK120000794	pyruvate kinase II
NP_416369.1	b1855	lpxM	lpxM	NA	lpxM	mlt // waaN // msbB	ECK120000607	Lipid A biosynthesis myristoyltransferase
NP_416370.2	b1856	mepM	mepM	NA	mepM	yebA	ECK120000011	peptidoglycan DD-endopeptidase MepM
NP_416371.4	b1857	znuA	znuA	znuA	znuA	yzzP // yebL	ECK120003604	Zn(2(+)) ABC transporter periplasmic binding protein
NP_416372.1	b1858	znuC	znuC	znuC	znuC	yebM	ECK120003605	Zn(2(+)) ABC transporter ATP binding subunit
NP_416373.1	b1859	znuB	znuB	znuB	znuB	yebI	ECK120002236	Zn(2(+)) ABC transporter membrane subunit
NP_416374.1	b1860	ruvB	ruvB	ruvB	ruvB		ECK120004476	Holliday junction branch migration complex subunit RuvB
NP_416375.1	b1861	ruvA	ruvA	ruvA	ruvA		ECK120004475	Holliday junction branch migration complex subunit RuvA
NP_416376.2	b1862	yebB	yebB	NA	yebB		ECK120001120	putative papain-like amidase YebB
NP_416377.1	b1863	ruvC	ruvC	NA	ruvC		ECK120000914	crossover junction endodeoxyribonuclease RuvC
NP_416378.1	b1864	yebC	yebC	NA	yebC		ECK120001121	putative transcriptional regulator YebC
NP_416379.1	b1865	nudB	nudB	NA	nudB	yebD // ntpA	ECK120001122	dihydroneopterin triphosphate diphosphatase
NP_416380.1	b1866	aspS	aspS	NA	aspS	tls	ECK120000093	aspartate--tRNA ligase
NP_416381.2	b1867	yecD	yecD	NA	yecD		ECK120002245	isochorismatase family protein YecD
NP_416382.1	b1868	yecE	yecE	NA	yecE		ECK120002246	DUF72 domain-containing protein YecE
NP_416383.4	b1869	yecN	yecN	NA	yecN		ECK120003606	MAPEG family inner membrane protein YecN
NP_416384.1	b1870	cmoA	cmoA	NA	cmoA	yecO	ECK120003607	carboxy-S-adenosyl-L-methionine synthase
NP_416385.1	b1871	cmoB	cmoB	NA	cmoB	yecP	ECK120003608	tRNA U34 carboxymethyltransferase
NP_416386.4	b1872	torZ	torZ	NA	torZ	bisZ	ECK120003609	trimethylamine N-oxide reductase 2
NP_416387.1	b1873	torY	torY	NA	torY	yecK	ECK120003610	cytochrome c quinol dehydrogenase TorY
YP_025309.2	b1874	cutC	cutC	NA	cutC		ECK120003611	protein CutC
NP_416389.4	b1875	yecM	yecM	NA	yecM	yecL	ECK120003612	putative metal-binding enzyme YecM
NP_416390.1	b1876	argS	argS	argS	argS	lov // lov-1	ECK120000067	arginine--tRNA ligase
